,actual,predicted
11006,59999,38235.4
41552,10995,68519.484
1153,33500,31931.945
53162,46000,35002.793
21853,37499,55779.668
44356,45000,57276.83
47523,39500,57832.855
52395,19900,30862.41
40611,34900,34790.707
53562,18853,27107.762
22664,38400,64779.246
301,26772,53928.496
46156,23000,24221.076
22932,4500,11627.363
38924,13250,13770.349
9274,84000,63463.023
49198,3000,37629.113
28793,24950,28450.186
19890,52999,35688.438
37223,53000,34192.766
53802,6000,14423.713
11312,15550,32068.627
46863,65000,54853.96
33885,135800,66350.664
23902,42000,49391.88
9301,8000,12444.96
36825,35500,48143.938
15691,16500,36387.406
39867,14900,12295.458
2137,45000,65300.043
32371,37698,45856.598
21560,48500,35713.84
52140,29999,44350.355
20401,37500,45487.523
48916,23500,40219.39
25005,5500,12220.263
34413,6500,7345.415
29171,16500,15163.01
7308,18955,30479.365
21855,73000,61913.965
26553,33999,39927.098
408,30000,25228.791
46609,50000,50670.836
23078,49995,82710.2
29233,23000,22296.137
32459,149900,84055.914
7443,53500,57024.242
44299,7500,14807.477
12124,87150,53333.023
41131,23000,24421.684
22913,41899,65225.207
40495,37500,45971.133
31469,44900,46318.34
34900,92500,73490.47
16024,51000,47164.434
37018,19900,39521.258
21007,4700,10437.302
19406,14500,9363.678
41227,38000,33274.062
33695,9850,11611.652
33895,19000,20512.225
38772,60200,44141.977
4244,85000,96359.61
2363,22495,17447.102
18171,44800,25917.295
49213,33499,60558.477
12398,25500,24109.443
2497,22500,24104.549
13545,9995,13421.651
46856,18000,20776.047
38599,12500,25400.502
37096,42900,38161.89
43691,43500,49394.832
40654,8000,12885.558
13588,89900,87945.52
34031,18000,24959.129
50577,49750,38788.746
20390,20500,19565.312
8293,210000,44555.04
33076,17900,21294.588
4515,17500,28196.947
31883,23000,19986.744
28468,34950,25123.547
40259,24700,50456.484
25309,15450,15310.44
29425,93999,54340.355
40341,42442,45585.68
13487,30999,31691.697
34072,10000,13524.008
41396,39900,51741.1
20072,72980,50153.547
30373,28000,30759.205
47211,61059,64135.133
36665,15900,15290.632
13581,32000,40159.832
1194,48500,57986.117
17980,6500,12594.798
21913,11800,14268.325
38010,10795,13130.089
19899,60000,69099.8
9137,41950,45659.85
17785,76500,62902.26
9404,8500,23487.363
32821,25900,39426.52
8761,10500,15284.92
41894,15000,10815.672
38674,36500,36417.39
32537,40000,38047.27
18705,39000,40298.836
32542,43860,66425.914
34860,21499,29902.2
30813,2500,8886.043
27198,53000,23523.861
19349,24000,37443.09
22808,68000,39831.094
30228,30500,39662.29
9912,24900,49063.28
20833,33900,31225.174
36925,73900,54182.934
54180,75500,61450.465
41512,32999,43968.785
1717,7000,77557.02
33594,64800,66743.46
34464,8900,10404.601
17957,22000,60125.24
44963,7500,13549.171
44969,25695,45590.27
45852,29500,44130.1
40499,25000,30105.305
49281,64800,48469.586
12475,46000,47500.688
47724,19500,34636.047
50191,18800,12914.734
33589,22500,25820.752
36171,20999,29423.078
27166,10500,10354.779
42264,46000,59531.81
1959,18900,26021.92
38670,67000,48148.527
40565,41688,38681.16
49721,30000,45139.484
51805,113000,72394.9
18264,9400,10650.659
15403,4800,8580.911
32809,43000,38462.785
18862,229900,40015.383
15160,29500,24713.613
36305,36000,67319.25
29669,5700,8549.143
39059,35000,43001.574
45367,69900,77294.66
23851,42850,33509.1
18153,9500,12710.805
41428,24999,36576.5
21908,6000,15675.234
32695,59000,39290.008
8237,26500,16926.791
24570,67800,63263.094
42613,239995,31915.803
7457,23300,29115.361
35221,18400,24926.172
52539,46900,45273.938
42014,97555,56958.902
32437,30000,21691.783
43341,14311,17893.621
21518,15900,25962.125
18960,18387,32151.355
49998,35000,32573.55
54181,7500,27466.129
29112,50000,66941.12
29775,45000,35644.19
26265,99000,84886.195
35063,28000,28251.234
30605,48000,39530.203
49570,13500,8552.085
4437,87000,71947.32
18629,42499,46869.11
38123,10000,8935.359
31303,93500,70756.734
23166,17000,21336.33
777,17500,18195.906
13746,12950,18440.98
37055,32000,37714.258
32246,33000,39045.22
31034,85000,59646.973
622,6500,8530.973
15464,17500,20581.566
19308,38000,62904.332
16983,36995,45044.36
26997,34250,54319.406
53703,19800,33115.176
44280,59335,59671.37
35627,33290,38748.52
43671,23000,31712.494
28851,50900,54056.52
27688,45000,40644.758
33877,2500,6976.967
3893,28900,38371.51
39091,66400,73478.3
22880,15500,10770.515
14892,4000,7526.878
36710,26485,41465.71
19270,26000,25501.104
21102,49999,37045.895
47997,32450,41648.27
16434,52500,61621.844
37326,37000,26041.023
9831,67900,63598.746
39397,6500,8128.406
4410,46120,52240.344
37959,9995,19564.072
1733,41000,55639.844
14275,37950,58413.65
9423,13349,20634.62
9547,59000,46969.89
15996,32500,60061.453
47837,24995,33579.426
45015,7200,10871.732
23570,41000,65169.543
49445,29500,39754.504
19499,6500,21612.223
47194,33500,31680.982
7808,26999,24187.768
27555,31300,38239.14
18793,19500,22029.479
47983,39500,47164.453
34571,162500,64909.008
38071,17000,28081.76
41837,23995,40312.64
1260,155700,34692.46
8117,6699,11671.815
8528,22888,52244.754
25465,16995,16754.883
51704,54900,77849.555
8665,11990,29164.688
49572,34999,30642.217
28402,4900,26887.604
41934,28000,27262.674
50235,7500,9108.285
36513,54900,58551.008
29709,195000,65787.28
26672,14995,25647.158
9931,83900,90075.94
16019,7599,21626.676
46948,10500,11528.317
18418,24500,36403.07
35740,68500,71329.836
30310,15000,17419.717
5100,44400,47255.723
52023,71400,68589.375
5524,46105,81378.805
9012,89000,81380.086
7514,18750,19169.268
12852,26999,21427.527
38745,10400,12863.433
22586,2899,14718.104
44246,15500,15391.231
38007,13000,21456.586
22169,44249,26837.305
38412,24950,28367.555
17679,22500,19753.895
48824,17500,14269.913
6228,20900,40277.633
13593,47000,64280.266
25462,69000,67195.02
46033,68362,61292.36
22019,23500,23992.242
19588,38633,40385.285
33454,53900,62239.742
8093,23000,10274.063
10913,18000,9794.209
51814,45000,64823.266
43034,28991,65444.22
4321,36000,29318.998
35431,10995,15871.338
35574,6900,7781.607
7350,7500,30616.848
5981,26900,13737.901
14005,12599,21505.031
45055,53900,83417.44
7244,6900,30811.182
14693,15999,14478.43
34958,17000,14970.457
23197,68500,42511.312
27756,22000,25952.314
31064,44500,33552.258
17384,55000,43311.92
793,19950,22590.295
28084,38500,60061.453
43785,49999,41405.047
36644,3850,6972.9556
20638,24500,19947.592
30122,36000,26917.518
31635,40000,27161.736
30361,115000,98735.16
2800,11800,24323.537
2712,19999,10603.525
14154,35000,37896.625
23755,16750,9749.295
31454,10795,26518.219
24556,12000,7967.2017
4308,34000,54107.516
11102,47000,43078.46
18310,20500,31170.705
6071,32000,47100.098
30360,55655,48879.75
20048,50000,60061.453
661,11900,9045.055
41667,13895,38722.266
33544,85500,61527.3
32958,32450,45200.867
11535,28998,36539.42
19391,28000,29544.742
1743,18750,33481.52
9732,24000,12240.979
12537,29998,35261.312
36317,32612,27758.693
30296,47500,68292.305
40247,24700,28258.957
48096,28995,34431.95
7688,92500,68923.31
29487,75000,42252.902
1024,45515,26125.092
37438,26900,20032.111
50440,34000,34358.805
49830,86999,57797.207
50379,27000,32291.986
53003,20500,16121.414
14082,17500,15836.045
24423,44900,48992.24
38360,34500,31405.88
14896,51000,53038.34
46302,20995,16479.363
25001,32999,26896.852
45204,45985,66792.83
37306,22500,18427.143
51447,133000,50672.777
39941,32500,51682.75
14068,33800,38183.48
26663,9975,11865.483
14190,44340,37556.926
35379,25999,42260.87
33678,8950,65743.3
40401,124999,70139.87
18135,8900,19726.82
32775,27900,55964.777
10155,16995,16112.273
20928,49999,71916.19
45267,47000,58603.855
32739,7300,9179.928
432,14000,23243.303
9109,6250,14213.865
21343,9000,12078.9375
15779,42800,33222.08
22424,15500,20432.793
49242,15999,10638.579
9359,9500,9766.803
19443,5500,7709.686
7175,46500,30560.297
21645,96000,76890.21
3595,20784,30367.564
50541,42000,37804.094
32754,62500,74896.74
9878,47500,53806.727
46537,24995,50979.492
9299,49685,45063.242
2108,31500,27615.713
202,49273,48618.223
21344,45000,48458.473
1488,40100,70527.89
4029,15000,15589.299
47744,22000,23501.66
53568,65000,47334.293
10658,42500,76743.33
27564,29500,59410.18
7807,6999,53075.215
9122,35000,55619.094
7393,25000,37956.504
9849,10999,17667.795
6257,13000,18489.23
23370,3500,15697.299
46591,54000,25783.719
27093,44775,23580.887
20664,78500,57373.59
21775,105500,79400.31
6696,32900,28929.6
48017,47500,80785.266
35714,43860,43584.234
30295,5800,9079.027
23367,39500,82679.234
48908,64900,70749.09
13381,16000,38760.062
9430,15000,15167.808
21835,11000,12248.06
28901,148500,24906.13
11097,147500,36841.64
39032,87150,55688.76
4626,32500,46775.16
48262,9950,11611.652
31369,4900,13028.31
51984,42900,28624.057
53520,21500,15913.648
45909,59400,44303.242
33590,45000,39022.387
45331,41400,27309.078
25238,12700,12241.645
26945,3000,10553.514
31183,7858,22175.42
16452,19000,19016.729
39093,36500,41357.492
29087,3950,9240.822
32638,28500,48108.965
7344,15999,22768.988
20771,16500,8128.406
46943,7000,24819.916
45098,53950,33759.277
14990,15000,15304.636
4725,43500,30419.16
34266,28900,34779.562
247,59900,47006.445
37886,31450,54018.863
3337,8500,19685.033
48456,74500,72780.125
17929,185950,72226.45
20840,13250,14830.482
6714,28000,27076.771
6341,19900,19193.152
6024,84645,58060.85
25423,12000,12459.754
20298,19000,45188.605
14346,77500,49470.824
34959,36340,20776.047
3630,9100,12424.134
24256,14980,18379.377
10210,15000,12111.359
7462,17000,11219.134
40069,17000,18619.857
30343,14980,11891.489
13767,19950,17215.436
28192,38500,31877.016
31376,27900,32313.08
30703,8300,12155.306
30508,36800,64651.676
3375,110000,69602.14
40679,12599,19736.484
6107,28499,30644.492
46020,26500,38178.516
39203,14950,19306.537
42576,42900,55183.367
5434,11500,27312.51
16527,49900,57605.59
47925,27800,32603.32
5988,67000,54244.668
26119,13000,27495.895
50153,17900,38243.242
4469,68420,53358.8
22746,28600,41460.08
31663,10000,15336.478
21250,28000,10950.194
46511,172000,25853.02
40433,20000,24494.445
32647,6950,18620.508
34,36500,44865.02
16402,7599,20581.566
23724,10500,8358.289
24973,6700,14798.938
29169,59000,60355.95
8809,9995,10851.876
51406,37000,23249.21
33354,12000,14217.235
29278,23500,24669.22
52677,28900,32384.664
17682,13000,24342.959
27874,72000,53316.77
37869,27450,24509.877
26682,17000,18903.7
28634,9995,17525.125
29274,10500,15935.975
14644,26000,29605.36
13879,175000,79773.47
22782,50000,39800.504
45374,46552,44593.973
27442,59750,74401.016
775,5500,10883.139
28788,87000,52372.27
2976,8500,11689.702
36642,49990,49746.266
28613,193063,74708.55
22177,26900,11430.56
50532,79950,46225.094
162,4500,10124.809
9112,33000,29849.234
25634,7858,18862.502
11007,28500,14970.737
20772,35000,36995.523
11227,46199,41996.977
14429,28500,57278.27
1872,7500,11506.759
52610,48000,47617.387
40124,22000,48300.715
46971,57500,53145.973
5663,35000,34989.684
47442,8500,13612.589
22246,71000,59141.4
34314,6250,12746.959
43146,41500,61685.035
15457,36000,56672.566
22305,37500,37129.832
31550,10500,15713.423
12678,23599,50163.28
32556,60000,62465.883
6428,17995,15489.765
20194,5700,9890.598
53861,37000,48863.145
25565,58500,44878.145
18601,30000,42361.45
18725,40500,28738.836
9615,7500,10349.336
36104,45000,56076.016
329,13500,28121.25
43142,36000,28081.76
13960,42500,50202.32
5420,54995,51814.223
17995,11500,9720.106
6391,13900,18243.395
50449,34900,32276.395
3295,52590,80919.95
49512,22000,25847.209
41696,6999,10830.139
21336,83000,51209.52
5540,13000,20030.758
14982,65000,48148.527
255,11500,13261.596
16888,12500,18588.809
1395,30000,36313.96
42803,21500,19885.064
9528,7700,12759.199
8095,16000,24355.8
44508,37500,47011.37
53288,40000,31911.393
36871,42000,23311.896
48743,16500,29710.756
19144,24700,29748.617
38353,51999,40842.57
12918,46000,81568.875
14599,4000,13407.254
492,11995,51716.887
24416,29000,45145.31
12748,20150,27836.514
6350,35000,36841.64
42834,40250,34128.46
41487,35700,26874.09
2948,12500,22900.65
48521,24999,39412.37
46907,27450,30419.16
22595,40900,38793.984
6108,14490,10876.333
46786,10900,12997.601
27897,10199,11203.065
4576,3000,63029.45
20492,12000,13839.969
32737,99950,53615.914
842,40000,53418.945
8465,22945,77881.22
7878,48000,32022.998
33829,36000,30393.645
25559,24000,33170.94
15208,21500,29182.13
29384,40000,40108.152
36453,13000,25372.363
1898,9999,14992.575
46309,24999,36019.676
40347,10000,17284.377
27735,10999,16870.621
10859,6999,10345.771
23151,34700,23127.037
44586,14995,26170.207
19973,53000,30783.139
51265,42500,45983.82
8917,55460,46805.79
9288,185000,85529.055
52905,33999,32427.205
5032,42500,20048.018
45112,52999,64724.367
48829,24500,20651.195
34751,6700,11744.78
41769,82000,66672.52
3390,35000,34894.71
29679,124999,71117.29
46671,6499,13867.213
22866,30500,42405.184
16386,18000,36826.91
29617,7999,17604.992
2447,145000,81377.74
29077,41000,48006.793
24991,83500,71143.04
24697,49999,29735.61
4362,27000,40159.832
51755,16000,9148.055
23567,25500,36823.3
5339,30000,30883.084
7105,24999,34277.94
11837,55999,44047.414
27073,17000,20996.633
10363,98000,40848.285
12708,29900,47656.64
5624,44791,53541.54
35639,55999,81568.875
19843,32000,54314.99
41244,30000,40236.188
9925,43900,82080.98
8531,34999,63884.727
30934,35999,36249.477
32157,9900,11438.706
5115,48000,43822.59
12743,29995,50606.047
42511,5995,8555.314
33522,36300,59727.87
42082,23750,35422.223
39903,4500,13653.118
40056,14995,19937.941
37019,45950,32820.277
437,84999,95076.09
442,43000,28133.625
9893,17500,26754.629
31406,11500,24872.51
7999,9750,11780.307
26988,29900,33245.41
19431,9995,20312.422
30071,19996,19239.2
5012,31000,35798.184
2887,17000,23021.54
18041,34999,39457.793
16954,17500,14903.082
15135,34999,39441.715
36414,15051,34528.652
48399,20150,30300.824
42462,29444,45586.68
51076,51999,74401.0
1904,24999,33232.07
34514,35000,61886.984
46111,5200,9394.725
7987,17900,27140.38
40249,15900,10462.933
28158,40999,39561.387
24451,86000,66790.1
18824,8500,18075.67
38427,52500,64960.26
43703,27000,20618.008
35181,36999,23019.193
40250,24900,64268.234
36716,64000,71529.57
40763,8000,11122.441
8768,23000,76147.08
17547,36800,28704.297
48028,60000,70982.82
29793,25500,66631.0
29403,29900,28478.514
39589,22995,63918.95
33758,19000,32692.19
52503,19975,30355.328
18794,33500,47943.957
21245,50000,49967.277
3304,39750,40253.445
8239,7700,10008.081
34017,43500,40978.68
14643,21500,35549.453
13290,71400,38333.34
30110,97500,67493.11
50362,140000,49545.703
7159,29500,33634.316
29300,35900,41120.55
46211,42850,30823.348
37528,42800,42174.516
28510,28000,60479.383
29417,29995,33891.848
41562,9999,15823.166
8246,21000,38742.207
1914,12990,12991.671
16692,17900,20459.486
53808,8900,13127.68
4160,10500,18086.809
7732,28000,27354.535
5831,24995,39052.152
22506,33000,51093.95
34740,52590,52386.04
53720,29000,36383.703
37744,20000,14535.762
4980,68500,55720.902
37789,43000,30374.22
37684,60000,49396.168
44295,27500,42828.527
27902,27900,33658.652
32301,24995,39976.633
28905,77535,49435.547
19450,36000,34527.547
8439,87500,65257.914
31181,22500,17250.225
33949,13300,11911.913
16010,210000,61878.203
9889,32990,31139.887
40170,69995,36635.625
33534,19995,24606.555
42994,49900,44916.48
30362,50000,46247.56
40206,24000,33525.38
44690,33999,23874.258
4566,21800,17411.674
32770,20995,25132.262
1075,36000,22989.07
24759,37999,42305.188
22823,15000,44377.387
13281,49999,48998.375
20228,5500,11351.332
1924,17900,47418.086
11269,21900,30541.936
26478,83000,65044.895
9133,99999,67554.08
44830,21500,43769.793
21097,37899,44593.273
36983,26500,31630.816
2148,16800,7855.635
13118,16100,29026.715
3553,44999,68654.086
11275,24700,59646.496
4017,6250,12973.757
38432,37500,63245.59
8019,10000,12130.369
18931,20995,28808.53
24411,40999,21205.176
41054,39857,39276.9
37467,7500,10696.315
42065,62000,47130.426
34448,20150,33300.918
19243,14500,11245.8125
43896,66500,76949.2
46634,60500,41887.574
37367,8900,12373.154
36084,16500,19739.92
38777,50000,49934.965
22283,18500,27605.86
43605,27450,56606.203
19055,24440,19802.6
17902,23999,25849.408
37496,179900,96362.36
